Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL4584877,,None,1162.42,None,None,3,COC(=O)[C@@H](NC(=O)[C@H]1O[C@@H](O[C@H]2[C@@H](O[C@H]3CC[C@]4(C)[C@H]5C(=O)C=C6[C@@H]7C[C@@](C)(C(=O)N[C@H](C(=O)OC)C(C)C)CC[C@]7(C)CC[C@@]6(C)[C@]5(C)CC[C@H]4C3(C)C)O[C@H](C(=O)N[C@H](C(=O)OC)C(C)C)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O)C(C)C,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4400450,Antiviral activity against DENV2 16681 infected in African green monkey Vero E6 cells assessed as inhibitory rate of NS4B positive cells measured after 96 hrs incubation by DAPI staining based immunofluorescence method,F,BAO_0000218,organism-based format,dengue virus type 2,None,None,Vero C1008,None,,,,CHEMBL613966,dengue virus type 2,dengue virus type 2,ORGANISM,CHEMBL4396972,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL4295411,,,,
CHEMBL4475479,,None,1204.5,None,None,4,COC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H](O[C@H]2[C@@H](O[C@H]3CC[C@]4(C)[C@H]5C(=O)C=C6[C@@H]7C[C@@](C)(C(=O)N[C@@H](CC(C)C)C(=O)OC)CC[C@]7(C)CC[C@@]6(C)[C@]5(C)CC[C@H]4C3(C)C)O[C@H](C(=O)N[C@@H](CC(C)C)C(=O)OC)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4400450,Antiviral activity against DENV2 16681 infected in African green monkey Vero E6 cells assessed as inhibitory rate of NS4B positive cells measured after 96 hrs incubation by DAPI staining based immunofluorescence method,F,BAO_0000218,organism-based format,dengue virus type 2,None,None,Vero C1008,None,,,,CHEMBL613966,dengue virus type 2,dengue virus type 2,ORGANISM,CHEMBL4396972,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL4295411,,,,
CHEMBL4464067,,None,1306.55,None,None,7,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H]1O[C@@H](O[C@H]2[C@@H](O[C@H]3CC[C@]4(C)[C@H]5C(=O)C=C6[C@@H]7C[C@@](C)(C(=O)N[C@@H](Cc8ccccc8)C(=O)OC)CC[C@]7(C)CC[C@@]6(C)[C@]5(C)CC[C@H]4C3(C)C)O[C@H](C(=O)N[C@@H](Cc3ccccc3)C(=O)OC)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4400450,Antiviral activity against DENV2 16681 infected in African green monkey Vero E6 cells assessed as inhibitory rate of NS4B positive cells measured after 96 hrs incubation by DAPI staining based immunofluorescence method,F,BAO_0000218,organism-based format,dengue virus type 2,None,None,Vero C1008,None,,,,CHEMBL613966,dengue virus type 2,dengue virus type 2,ORGANISM,CHEMBL4396972,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL4295411,,,,
CHEMBL4467583,,None,1127.39,None,None,20,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O[C@H]6O[C@H](C(=O)N/N=C/c7ccc(N(C)C)cc7)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](C(=O)N/N=C/c7ccc(N(C)C)cc7)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4400450,Antiviral activity against DENV2 16681 infected in African green monkey Vero E6 cells assessed as inhibitory rate of NS4B positive cells measured after 96 hrs incubation by DAPI staining based immunofluorescence method,F,BAO_0000218,organism-based format,dengue virus type 2,None,None,Vero C1008,None,,,,CHEMBL613966,dengue virus type 2,dengue virus type 2,ORGANISM,CHEMBL4396972,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL4295411,,,,
CHEMBL1535,HYDROXYCHLOROQUINE,4,335.88,0,3.78,Hydroxychloroquine,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',10100,nM,5,,,UO_0000065,,,,,0,CHEMBL4398411,Antiviral activity against DENV2 infected in BHK-21 incubated for 2 hrs followed by compound washout and subsequent replating by plaque-forming assay,F,BAO_0000218,organism-based format,dengue virus type 2,None,None,None,None,,,,CHEMBL613966,dengue virus type 2,dengue virus type 2,ORGANISM,CHEMBL4396891,1,Scientific Literature,Eur J Med Chem,2019,None,,,,10.1
CHEMBL4514133,,None,1095.2,None,None,16,COC(=O)C[C@H](NC(=O)[C@H]1O[C@@H](O[C@H]2[C@@H](O[C@H]3CC[C@]4(C)[C@H]5C(=O)C=C6[C@@H]7C[C@@](C)(C(=O)O)CC[C@]7(C)CC[C@@]6(C)[C@]5(C)CC[C@H]4C3(C)C)O[C@H](C(=O)N[C@@H](CC(=O)OC)C(=O)OC)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O)C(=O)O,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4400450,Antiviral activity against DENV2 16681 infected in African green monkey Vero E6 cells assessed as inhibitory rate of NS4B positive cells measured after 96 hrs incubation by DAPI staining based immunofluorescence method,F,BAO_0000218,organism-based format,dengue virus type 2,None,None,Vero C1008,None,,,,CHEMBL613966,dengue virus type 2,dengue virus type 2,ORGANISM,CHEMBL4396972,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL4295411,,,,
CHEMBL2164656,,None,486.62,1,6.71,22j,CCOC(=O)c1cc(/C=N/Nc2ccc(C(C)C)cc2)c(O)c(/C=N/Nc2ccc(C(C)C)cc2)c1,IC50,'=',8000,nM,5.1,,,UO_0000065,,,,,0,CHEMBL2167767,Antiviral activity against Dengue virus 2 infected in BHK-D2RepT cells assessed as reduction in viral replication incubated for 48 hrs by luciferase reporter replicon-based assay,F,BAO_0000218,organism-based format,dengue virus type 2,None,None,BHK-D2RepT,None,,,,CHEMBL613966,dengue virus type 2,dengue virus type 2,ORGANISM,CHEMBL2163279,1,Scientific Literature,J Med Chem,2012,None,,,,8
CHEMBL4877568,,None,429.41,0,4.3,10d,FC(F)(F)c1ccc(NNc2nc(NCCOc3ccccc3)nc3[nH]cnc23)cc1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4843112,Antiviral activity against Dengue virus serotype 2 New Guinea C infected in pre-seeded Huh-7 cells assessed as inhibition of viral replication incubated for 72 hrs by immunodetection based secondary yield reduction assay,F,BAO_0000218,organism-based format,dengue virus type 2,None,None,Huh-7,None,,,,CHEMBL613966,dengue virus type 2,dengue virus type 2,ORGANISM,CHEMBL4842338,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 72.0 hr,,,
CHEMBL4456559,,None,483.62,1,5.82,61,Nc1c(C(=O)Nc2nc(-c3ccccc3)cs2)sc2nc3c(cc12)CN(c1ccccc1)CC3,IC50,'=',25,nM,7.6,,,UO_0000065,,,,,0,CHEMBL4398338,Antiviral activity against DENV2 New Guinea C infected in HEK293 cells assessed as reduction in viral infection after 48 hrs by focus forming assay,F,BAO_0000218,organism-based format,dengue virus type 2,None,None,None,None,,,,CHEMBL613966,dengue virus type 2,dengue virus type 2,ORGANISM,CHEMBL4396891,1,Scientific Literature,Eur J Med Chem,2019,None,,,,25
CHEMBL4858411,,None,308.27,0,3.16,6g,CNc1nc(Nc2cccc(C(F)(F)F)c2)c2nc[nH]c2n1,IC50,'=',3500,nM,5.46,,,UO_0000065,,,,,0,CHEMBL4843112,Antiviral activity against Dengue virus serotype 2 New Guinea C infected in pre-seeded Huh-7 cells assessed as inhibition of viral replication incubated for 72 hrs by immunodetection based secondary yield reduction assay,F,BAO_0000218,organism-based format,dengue virus type 2,None,None,Huh-7,None,,,,CHEMBL613966,dengue virus type 2,dengue virus type 2,ORGANISM,CHEMBL4842338,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 72.0 hr,,,3.5
CHEMBL4859678,,None,338.29,0,2.52,6h,OCCNc1nc(Nc2cccc(C(F)(F)F)c2)c2nc[nH]c2n1,IC50,'=',4500,nM,5.35,,,UO_0000065,,,,,0,CHEMBL4843112,Antiviral activity against Dengue virus serotype 2 New Guinea C infected in pre-seeded Huh-7 cells assessed as inhibition of viral replication incubated for 72 hrs by immunodetection based secondary yield reduction assay,F,BAO_0000218,organism-based format,dengue virus type 2,None,None,Huh-7,None,,,,CHEMBL613966,dengue virus type 2,dengue virus type 2,ORGANISM,CHEMBL4842338,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 72.0 hr,,,4.5
CHEMBL4853457,,None,378.39,0,3,6j,Oc1ccc(Nc2nc(NCCOc3ccccc3)nc3[nH]cnc23)cc1O,IC50,,,,,,Not Active,,,,,,0,CHEMBL4843112,Antiviral activity against Dengue virus serotype 2 New Guinea C infected in pre-seeded Huh-7 cells assessed as inhibition of viral replication incubated for 72 hrs by immunodetection based secondary yield reduction assay,F,BAO_0000218,organism-based format,dengue virus type 2,None,None,Huh-7,None,,,,CHEMBL613966,dengue virus type 2,dengue virus type 2,ORGANISM,CHEMBL4842338,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 72.0 hr,,,
CHEMBL4850709,,None,414.39,0,4.61,8b,FC(F)(F)c1cccc(Nc2nc(NCCOc3ccccc3)c3nc[nH]c3n2)c1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4843112,Antiviral activity against Dengue virus serotype 2 New Guinea C infected in pre-seeded Huh-7 cells assessed as inhibition of viral replication incubated for 72 hrs by immunodetection based secondary yield reduction assay,F,BAO_0000218,organism-based format,dengue virus type 2,None,None,Huh-7,None,,,,CHEMBL613966,dengue virus type 2,dengue virus type 2,ORGANISM,CHEMBL4842338,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 72.0 hr,,,
CHEMBL506069,GERANIIN,None,952.65,3,-1.1,Geraniin,O=C1O[C@H]2[C@@H]3OC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)OC[C@H]2O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]3OC(=O)c2cc(O)c(O)c3c2[C@@H]2C1=CC(=O)[C@](O)(O3)C2(O)O,IC50,'=',1750,nM,5.76,,,UO_0000065,,,,,0,CHEMBL5241815,Antiviral activity against DENV2 infected in African green monkey Vero E6 cells assessed as inhibition of viral replication incubated for 5 days by crystal violet staining based plaque reduction assay,F,BAO_0000218,organism-based format,dengue virus type 2,None,None,Vero,None,,,,CHEMBL613966,dengue virus type 2,dengue virus type 2,ORGANISM,CHEMBL5241077,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 120.0 hr,,,1.75
CHEMBL5290369,,None,242.25,0,-1.3,Fucoidan,C[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@@H]1OS(=O)(=O)O,IC50,'=',4.7,ug.mL-1,,,,UO_0000274,,,,,0,CHEMBL5241819,Antiviral activity against DENV2 ThNH-7/93 infected in hamster BHK-21 cells assessed as reduction in virus titer incubated for 2 hrs by focus forming assay,F,BAO_0000218,organism-based format,dengue virus type 2,None,None,BHK-21,None,,,,CHEMBL613966,dengue virus type 2,dengue virus type 2,ORGANISM,CHEMBL5241077,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 2.0 hr,,,4.7
CHEMBL5268236,,None,594.54,3,-3.99,Carrageenan,CO[C@H]1O[C@H](COS(=O)(=O)O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](C)[C@H]2OS(=O)(=O)O)[C@H](O)[C@H]1OS(=O)(=O)O,IC50,'=',0.14,ug.mL-1,,,,UO_0000274,,,,,0,CHEMBL5241821,Antiviral activity against DENV2 infected in African green monkey Vero E6 cells assessed as inhibition of viral titer incubated for 48 hrs by plaque reduction assay,F,BAO_0000218,organism-based format,dengue virus type 2,None,None,Vero,None,,,,CHEMBL613966,dengue virus type 2,dengue virus type 2,ORGANISM,CHEMBL5241077,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 48.0 hr,,,0.14
CHEMBL4588155,,None,1217.59,None,None,17,COC(=O)CCCCCCCCCCNC(=O)[C@H]1O[C@@H](O[C@H]2[C@@H](O[C@H]3CC[C@]4(C)[C@H]5C(=O)C=C6[C@@H]7C[C@@](C)(C(=O)O)CC[C@]7(C)CC[C@@]6(C)[C@]5(C)CC[C@H]4C3(C)C)O[C@H](C(=O)NCCCCCCCCCCC(=O)OC)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,IC50,'=',1200,nM,5.92,,,UO_0000065,,,,,0,CHEMBL4400450,Antiviral activity against DENV2 16681 infected in African green monkey Vero E6 cells assessed as inhibitory rate of NS4B positive cells measured after 96 hrs incubation by DAPI staining based immunofluorescence method,F,BAO_0000218,organism-based format,dengue virus type 2,None,None,Vero C1008,None,,,,CHEMBL613966,dengue virus type 2,dengue virus type 2,ORGANISM,CHEMBL4396972,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL4295411,,,,1.2
CHEMBL4291785,,None,488.56,1,5.08,10b,CN(C)CCCCN(C(=O)O)c1ccc(Cn2nc(-c3ccc(F)cc3)c3ccccc3c2=O)cc1,IC50,'=',620,nM,6.21,,,UO_0000065,,,,,0,CHEMBL4254928,Antiviral activity against DENV2 D2Y98P infected in human HuH7 cells assessed as inhibition of viral RNA replication incubated for 48 hrs by qRT-PCR method,F,BAO_0000218,organism-based format,dengue virus type 2,None,None,None,None,,,,CHEMBL613966,dengue virus type 2,dengue virus type 2,ORGANISM,CHEMBL4251649,1,Scientific Literature,Eur J Med Chem,2018,None,,,,0.62
CHEMBL4282094,,None,460.55,0,4.21,11a,CN(C)CCCC(=O)Nc1ccc(CN2N=C(c3ccc(F)cc3)C3C=CC=CC3C2=O)cc1,IC50,'=',1000,nM,6,,,UO_0000065,,,,,0,CHEMBL4254928,Antiviral activity against DENV2 D2Y98P infected in human HuH7 cells assessed as inhibition of viral RNA replication incubated for 48 hrs by qRT-PCR method,F,BAO_0000218,organism-based format,dengue virus type 2,None,None,None,None,,,,CHEMBL613966,dengue virus type 2,dengue virus type 2,ORGANISM,CHEMBL4251649,1,Scientific Literature,Eur J Med Chem,2018,None,,,,1
CHEMBL4577525,,None,386.48,0,3.42,6,CCCCc1cn(-c2cccc(S(=O)(=O)Nc3ccccc3OC)c2)nn1,IC50,'=',6300,nM,5.2,,,UO_0000065,,,,,0,CHEMBL4616145,Antiviral activity against Dengue virus serotype 2 New Guinea C infected at 50 TCID50 in human HuH7 cells assessed as inhibition of viral replication and 72 hrs later re-infected pre-seeded HuH7 cells with viral supernatant collected from previous infected and measured after 72 hrs by immunodetection assay,F,BAO_0000218,organism-based format,dengue virus type 2,None,None,Huh-7,None,,,,CHEMBL613966,dengue virus type 2,dengue virus type 2,ORGANISM,CHEMBL4613314,1,Scientific Literature,ACS Med Chem Lett,2020,CHEMBL3307515,,,,6.3
CHEMBL4293754,,None,472.55,0,3.79,14a,CN(C)CCCCOC(=O)Nc1ccc(Cn2nc(-c3cncnc3)c3ccccc3c2=O)cc1,IC50,'=',600,nM,6.22,,,UO_0000065,,,,,0,CHEMBL4254928,Antiviral activity against DENV2 D2Y98P infected in human HuH7 cells assessed as inhibition of viral RNA replication incubated for 48 hrs by qRT-PCR method,F,BAO_0000218,organism-based format,dengue virus type 2,None,None,None,None,,,,CHEMBL613966,dengue virus type 2,dengue virus type 2,ORGANISM,CHEMBL4251649,1,Scientific Literature,Eur J Med Chem,2018,None,,,,0.6
CHEMBL4286300,,None,500.6,2,5.01,14f,COc1ccc(-c2nn(Cc3ccc(NC(=O)OCCCCN(C)C)cc3)c(=O)c3ccccc23)cc1,IC50,'=',1940,nM,5.71,,,UO_0000065,,,,,0,CHEMBL4254928,Antiviral activity against DENV2 D2Y98P infected in human HuH7 cells assessed as inhibition of viral RNA replication incubated for 48 hrs by qRT-PCR method,F,BAO_0000218,organism-based format,dengue virus type 2,None,None,None,None,,,,CHEMBL613966,dengue virus type 2,dengue virus type 2,ORGANISM,CHEMBL4251649,1,Scientific Literature,Eur J Med Chem,2018,None,,,,1.94
CHEMBL4281161,,None,488.56,1,5.08,10c,CN(C)CCCCN(C(=O)O)c1ccccc1Cn1nc(-c2ccc(F)cc2)c2ccccc2c1=O,IC50,'=',2830,nM,5.55,,,UO_0000065,,,,,0,CHEMBL4254928,Antiviral activity against DENV2 D2Y98P infected in human HuH7 cells assessed as inhibition of viral RNA replication incubated for 48 hrs by qRT-PCR method,F,BAO_0000218,organism-based format,dengue virus type 2,None,None,None,None,,,,CHEMBL613966,dengue virus type 2,dengue virus type 2,ORGANISM,CHEMBL4251649,1,Scientific Literature,Eur J Med Chem,2018,None,,,,2.83
